"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",36,-0.817881627721661,-3.35894498316963,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=78%, list=10%, signal=71%","Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",36,-0.817881627721661,-3.35894498316963,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=78%, list=10%, signal=71%","Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:1905819","negative regulation of chromosome separation",36,-0.817881627721661,-3.35894498316963,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=78%, list=10%, signal=71%","Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:2000816","negative regulation of mitotic sister chromatid separation",36,-0.817881627721661,-3.35894498316963,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=78%, list=10%, signal=71%","Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0033045","regulation of sister chromatid segregation",53,-0.749619692474293,-3.35643350200122,1e-10,3.84719101123596e-09,3.27735068007096e-09,636,"tags=64%, list=10%, signal=58%","Dpf3/Xrcc3/Cdc20/Ska3/Rmi2/Fbxo5/Ccnb1/Ube2c/Tacc3/Cdk1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Cit/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0051306","mitotic sister chromatid separation",39,-0.799838987297392,-3.35617153899899,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=74%, list=10%, signal=68%","Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0051784","negative regulation of nuclear division",41,-0.791663384665533,-3.35480384507487,1e-10,3.84719101123596e-09,3.27735068007096e-09,609,"tags=73%, list=10%, signal=66%","Mtbp/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Rps6ka2/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0006260","DNA replication",155,-0.599211475395657,-3.35356959973827,1e-10,3.84719101123596e-09,3.27735068007096e-09,1307,"tags=62%, list=22%, signal=50%","Rpa3/Smc3/Ruvbl2/Rfc3/Cdk2/Pold3/Gins1/Cinp/Mcm7/Grwd1/Mgme1/Rfc1/Rfc2/Rbbp8/Rpa2/Pole3/Polh/Rnaseh2a/Recql/Mcm4/Gins2/Rfwd3/Pold2/Ssrp1/Nasp/Cdc6/Mcm6/Pcna/Donson/Fancm/Topbp1/Prim1/Wdhd1/Rmi1/Mms22l/Orc6/Fam111a/Mcm3/Tipin/Mcm5/Chaf1a/Ccne2/Rmi2/Dtl/Rpa1/Pold1/Dbf4/Pole2/Mcm2/Pola2/Pola1/Rtel1/Dna2/Fbxo5/Nucks1/Prim2/Gins3/Rfc4/Gmnn/Chtf18/Mcm8/Timeless/Rrm1/Blm/Lig1/Cdk1/Atad5/Orc1/Cdt1/Pole/Ccne1/Fen1/Gen1/Cenps/Dscc1/Rfc5/Rad51/Zranb3/Cdc7/Cdc45/Polq/Brca2/Brca1/Pclaf/Exo1/Bard1/Tk1/E2f8/E2f7/Esco2/Ccna2/Eme1/Traip/Mcm10/Ticrr/Recql4"
"GO:0045839","negative regulation of mitotic nuclear division",39,-0.797405161974627,-3.34595906447739,1e-10,3.84719101123596e-09,3.27735068007096e-09,609,"tags=74%, list=10%, signal=67%","Mtbp/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0007088","regulation of mitotic nuclear division",57,-0.724280871551589,-3.34499369780861,1e-10,3.84719101123596e-09,3.27735068007096e-09,609,"tags=61%, list=10%, signal=56%","Mtbp/Nup62/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Tubg1/Plk1/Gen1/Cdca2/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Mki67/Spdl1/Bub1b/Aurkb/Nusap1/Spc25/Ttk/Ndc80/Haspin"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",83,-0.665414864206317,-3.34295524173216,1e-10,3.84719101123596e-09,3.27735068007096e-09,816,"tags=55%, list=13%, signal=49%","Pcnt/Rcc1/Cdk5rap2/Stmn1/Enkd1/Cenpa/Sass6/Nup62/Cdc20/Aurka/Ccnb1/Kif23/Tacc3/Cdk1/Tubg1/Plk1/Efhc1/Dlgap5/Racgap1/Kifc5b/Wdr62/Cenpe/Incenp/Cenph/Birc5/Uhrf1/Nuf2/Mad2l1/Mybl2/Prc1/Sapcd2/Ccsap/Stil/Tpx2/Cdca8/Kif11/Spdl1/Aurkb/Nusap1/Spc25/Kif15/Ndc80/Kifc1/Kif4/Gpsm2/Nek2"
"GO:0045787","positive regulation of cell cycle",149,-0.602952717547116,-3.34134843629751,1e-10,3.84719101123596e-09,3.27735068007096e-09,609,"tags=45%, list=10%, signal=41%","Mtbp/Smc4/Sass6/Nup62/Ncapd3/Xrcc3/Cdc20/Ska3/Usp2/Ccne2/Dtl/Spdya/Dbf4/Lmnb1/Camk2b/Aurka/Rad51c/Fbxo5/Ccnb1/Kif23/Ube2c/Rrm1/Rad18/Cdk1/Atad5/Smc2/Orc1/Ccne1/Fen1/Gen1/Plk4/Racgap1/Cenpe/Ect2/Cdc7/Ska1/Cdc25b/Incenp/Brca2/Birc5/Brca1/Rad51b/Ncaph/Bard1/E2f8/Mad2l1/E2f7/Ncapd2/Bub1/Cdc25c/Cit/Stil/Ncapg2/Rrm2/Pagr1a/Rad51ap1/Cdca8/Knl1/Sgo2a/Aurkb/Kif20b/Nusap1/Spag5/Ndc80/Kif14/Ncapg/Gpsm2"
"GO:0051783","regulation of nuclear division",66,-0.701455635059331,-3.34077855421372,1e-10,3.84719101123596e-09,3.27735068007096e-09,609,"tags=58%, list=10%, signal=52%","Mtbp/Nup62/Xrcc3/Cdc20/Ska3/Camk2b/Fbxo5/Ccnb1/Ube2c/Tubg1/Plk1/Gen1/Cdca2/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Rps6ka2/Rad51ap1/Spc24/Cdca8/Knl1/Mki67/Spdl1/Bub1b/Aurkb/Nusap1/Spc25/Ttk/Ndc80/Haspin"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",48,-0.75860325940688,-3.33899494797193,1e-10,3.84719101123596e-09,3.27735068007096e-09,636,"tags=67%, list=10%, signal=60%","Dpf3/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Tacc3/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Cit/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0044784","metaphase/anaphase transition of cell cycle",48,-0.75860325940688,-3.33899494797193,1e-10,3.84719101123596e-09,3.27735068007096e-09,636,"tags=67%, list=10%, signal=60%","Dpf3/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Tacc3/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Cit/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0007094","mitotic spindle assembly checkpoint signaling",34,-0.827628741092696,-3.33001601644489,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=79%, list=10%, signal=72%","Xrcc3/Cdc20/Ska3/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0031577","spindle checkpoint signaling",34,-0.827628741092696,-3.33001601644489,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=79%, list=10%, signal=72%","Xrcc3/Cdc20/Ska3/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0071173","spindle assembly checkpoint signaling",34,-0.827628741092696,-3.33001601644489,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=79%, list=10%, signal=72%","Xrcc3/Cdc20/Ska3/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0071174","mitotic spindle checkpoint signaling",34,-0.827628741092696,-3.33001601644489,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=79%, list=10%, signal=72%","Xrcc3/Cdc20/Ska3/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0051310","metaphase chromosome alignment",62,-0.713310475281616,-3.32984482932932,1e-10,3.84719101123596e-09,3.27735068007096e-09,594,"tags=53%, list=10%, signal=49%","Nup62/Ska3/Knstrn/Ccnb1/Cdk1/Cdt1/Racgap1/Kifc5b/Cenpe/Ect2/Sgo1/Ska1/Incenp/Brca2/Birc5/Nuf2/Cenpf/Kif22/Spc24/Cdca8/Kif18a/Knl1/Nsl1/Spdl1/Aurkb/Spc25/Ttk/Spag5/Ndc80/Kif14/Kif2c/Kifc1/Nek2"
"GO:2001251","negative regulation of chromosome organization",56,-0.725402151543491,-3.32025596308081,1e-10,3.84719101123596e-09,3.27735068007096e-09,586,"tags=55%, list=10%, signal=50%","Xrcc3/Cdc20/Ska3/Rtel1/Fbxo5/Ccnb1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin/Recql4/Pif1"
"GO:0007093","mitotic cell cycle checkpoint signaling",80,-0.666046825042421,-3.31080558014553,1e-10,3.84719101123596e-09,3.27735068007096e-09,1111,"tags=65%, list=18%, signal=54%","Rbbp8/Zw10/Rpa2/Inip/Rfwd3/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Rad9a/Tipin/Xrcc3/Cdc20/Ska3/Dtl/Cdkn1a/Ccnb1/Blm/Cdk1/Orc1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Brca1/Nuf2/Bard1/Mad2l1/Clspn/Trip13/Bub1/Eme1/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e"
"GO:0010948","negative regulation of cell cycle process",138,-0.59909051768551,-3.2761233564116,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=57%, list=19%, signal=47%","Rad21/Rbbp8/Zw10/Kat2a/Rpa2/Rnf168/Inip/Mdc1/Rbl1/Mdm1/Rfwd3/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Ezh2/Rad9a/Mtbp/Tipin/Xrcc3/Cdc20/Ska3/Pkmyt1/Dtl/Wdr76/Dna2/Cdkn1a/Fbxo5/Ccnb1/E2f1/Chtf18/Timeless/Blm/Cdk1/Orc1/Cdt1/Plk1/Gen1/Zwilch/Rad51/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Brca2/Birc5/Brca1/Nuf2/Bard1/E2f8/Mad2l1/Clspn/Trip13/E2f7/Bub1/Ccnf/Eme1/Rps6ka2/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Recql4/Kifc1/Nek2"
"GO:0051301","cell division",268,-0.542542215954583,-3.27283124469655,1e-10,3.84719101123596e-09,3.27735068007096e-09,930,"tags=44%, list=15%, signal=39%","Sac3d1/Mis18a/Tada2a/Cdk6/Bora/Git1/Ska2/Cks2/Cdc6/Phf13/Lmln/Rcc1/Stx2/Stmn1/Fgf3/Nup43/Cks1b/Pmf1/Ralb/Cenpa/Haus4/Haus1/Spag6l/Smc4/Tipin/Nup62/Ncapd3/Hells/Cdc20/Ska3/Ccnb2/Ccne2/Knstrn/Aurka/Fbxo5/Kif20a/Ccnb1/Kif23/Ube2c/Haus5/Timeless/Blm/Lig1/Ckap2/Tacc3/Cdk1/Ercc6l/Smc2/Fmn2/Plk1/Ccne1/Efhc1/Pimreg/Cenps/Racgap1/Cdca2/Zwilch/Kifc5b/Cenpe/Ect2/Anapc15/Kntc1/Cdc7/Sgo1/Ska1/Cdc25b/Cdca3/Incenp/Brca2/Birc5/Ptn/Cdca5/Oip5/Nuf2/Ncaph/E2f8/Mad2l1/E2f7/Ncapd2/Bub1/Brip1/Prc1/Sapcd2/Ccsap/Ccna2/Ccnf/Cdc25c/Cit/Ncapg2/Iqgap3/Tpx2/Spc24/Cdca8/Top2a/Knl1/Sgo2a/Nsl1/Kif11/Spdl1/Bub1b/Aurkb/Mastl/Kif20b/Nusap1/Spc25/Mis18bp1/Spag5/Ndc80/Kif18b/Kif14/Anln/Ncapg/Aspm/Kif2c/Kifc1/Kif4/Gpsm2/Nek2/Cep55"
"GO:0007052","mitotic spindle organization",64,-0.692232500102389,-3.26445158077601,1e-10,3.84719101123596e-09,3.27735068007096e-09,602,"tags=55%, list=10%, signal=50%","Sass6/Nup62/Cdc20/Aurka/Ccnb1/Kif23/Tacc3/Tubg1/Plk1/Efhc1/Dlgap5/Racgap1/Kifc5b/Wdr62/Cenpe/Incenp/Cenph/Birc5/Uhrf1/Nuf2/Mybl2/Prc1/Ccsap/Stil/Tpx2/Cdca8/Kif11/Aurkb/Spc25/Kif15/Ndc80/Kifc1/Kif4/Gpsm2/Nek2"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",46,-0.750667058577418,-3.25554727194376,1e-10,3.84719101123596e-09,3.27735068007096e-09,636,"tags=65%, list=10%, signal=59%","Dpf3/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",46,-0.750667058577418,-3.25554727194376,1e-10,3.84719101123596e-09,3.27735068007096e-09,636,"tags=65%, list=10%, signal=59%","Dpf3/Xrcc3/Cdc20/Ska3/Fbxo5/Ccnb1/Ube2c/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Mad2l1/Trip13/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin"
"GO:0008608","attachment of spindle microtubules to kinetochore",37,-0.772050621492784,-3.20908641328745,1e-10,3.84719101123596e-09,3.27735068007096e-09,566,"tags=62%, list=9%, signal=57%","Ska3/Knstrn/Ccnb1/Cdk1/Cdt1/Racgap1/Cenpe/Ect2/Sgo1/Ska1/Incenp/Birc5/Nuf2/Spc24/Cdca8/Knl1/Nsl1/Aurkb/Spc25/Spag5/Ndc80/Kif2c/Nek2"
"GO:0051726","regulation of cell cycle",410,-0.502415014565307,-3.20783112768247,1e-10,3.84719101123596e-09,3.27735068007096e-09,1048,"tags=44%, list=17%, signal=39%","Lgmn/Bin1/Suv39h1/Mcph1/Rad21/Rbbp8/Zw10/Kat2a/Rpa2/Paxip1/Rnf168/Tfdp1/Sgsm3/Inip/Mdc1/Rbl1/Lsm11/Xpo1/Myo19/Dmap1/Mdm1/Rfwd3/Tada2a/Cdk6/Dpf1/Csf1r/Bora/Chek1/Cep295/Git1/Cks2/Cdc6/Cep131/Rcc1/Cdk5rap2/Ncaph2/Donson/Cks1b/Mrnip/Topbp1/Stk35/Asns/Alms1/Hras/Cdkn2c/Ezh2/Rad9a/Dpf3/Psme3/Mtbp/Smc4/Sass6/Tipin/Nup62/Skp2/Ncapd3/Xrcc3/Cdc20/Ska3/Pkmyt1/Usp2/Ccne2/Rmi2/Dtl/Spdya/Dbf4/Knstrn/Lmnb1/Camk2b/Aurka/Wdr76/Rad51c/Dna2/Cdkn1a/Fbxo5/Kif20a/Ccnb1/Lin9/E2f1/Kif23/Gmnn/Ube2c/Chtf18/Timeless/Rrm1/Blm/Rad18/Tacc3/Cdk1/Atad5/Ddias/Tubg1/Smc2/Orc1/Cdt1/Plk1/Ccne1/Fen1/Dlgap5/Gen1/Plk4/Racgap1/Cdca2/Zwilch/Rad51/Wdr62/Cenpe/Ect2/Anapc15/Kntc1/Cdc7/Vash1/Ska1/Cdc25b/Incenp/Brca2/Birc5/Brca1/Pclaf/Nuf2/Rad51b/Ncaph/Bard1/E2f8/Fignl1/Mad2l1/Clspn/Trip13/E2f7/Ncapd2/Bub1/Cenpf/Prc1/Ccsap/Ccnf/Cdc25c/Cit/Eme1/Stil/Ncapg2/Rps6ka2/Rrm2/Pagr1a/Tpx2/Rad51ap1/Cdkn3/Spc24/Cdca8/Knl1/Sgo2a/Mki67/Kif11/Fancd2/Spdl1/Bub1b/Aurkb/Mastl/Ticrr/Kif20b/Nusap1/Foxm1/Spc25/Ttk/Spag5/Ndc80/Haspin/E2f2/D7Ertd443e/Kif14/Ncapg/Aspm/Kif2c/Recql4/Mlf1/Kifc1/Zfp703/Prr11/Gpsm2/Nek2"
"GO:0033044","regulation of chromosome organization",121,-0.592237517828776,-3.18496950588144,1e-10,3.84719101123596e-09,3.27735068007096e-09,918,"tags=46%, list=15%, signal=40%","Dpf1/Src/Cdc6/Cdk5rap2/Ncaph2/Pkib/Wdhd1/Dpf3/Smc4/Ncapd3/Xrcc3/Cdc20/Ska3/Rmi2/Rtel1/Fbxo5/Ccnb1/Ube2c/Mapkapk5/Tacc3/Cdk1/Lmna/Smc2/Plk1/Fen1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Nuf2/Ncaph/Mad2l1/Trip13/Ncapd2/Bub1/Cit/Ncapg2/Spc24/Cdca8/Knl1/Sgo2a/Spdl1/Bub1b/Aurkb/Spc25/Ttk/Ndc80/Haspin/Ncapg/Recql4/Pif1/Nek2"
"GO:0051225","spindle assembly",70,-0.656958749584393,-3.17141849164455,1e-10,3.84719101123596e-09,3.27735068007096e-09,930,"tags=57%, list=15%, signal=49%","Sac3d1/Haus6/Ska2/Rcc1/Tubb5/Haus4/Haus1/Tubgcp6/Sass6/Cdc20/Ska3/Ccnb2/Aurka/Fbxo5/Kif23/Haus5/Plk1/Racgap1/Kifc5b/Cenpe/Ska1/Incenp/Birc5/Uhrf1/Mybl2/Prc1/Ccsap/Stil/Tpx2/Cdca8/Kif11/Aurkb/Kif15/Spag5/Ndc80/Aspm/Kifc1/Kif4/Gpsm2/Nek2"
"GO:1901991","negative regulation of mitotic cell cycle phase transition",93,-0.607447860957399,-3.1444286660369,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=59%, list=19%, signal=49%","Rad21/Rbbp8/Zw10/Rpa2/Inip/Rbl1/Rfwd3/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Ezh2/Xrcc3/Cdc20/Ska3/Pkmyt1/Dtl/Cdkn1a/Fbxo5/Ccnb1/Blm/Cdk1/Orc1/Plk1/Gen1/Zwilch/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Birc5/Brca1/Nuf2/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Spc24/Cdca8/Knl1/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e"
"GO:1901988","negative regulation of cell cycle phase transition",121,-0.58443503329094,-3.1430088489237,1e-10,3.84719101123596e-09,3.27735068007096e-09,1123,"tags=56%, list=19%, signal=47%","Rad21/Rbbp8/Zw10/Rpa2/Rnf168/Inip/Mdc1/Rbl1/Rfwd3/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Ezh2/Rad9a/Tipin/Xrcc3/Cdc20/Ska3/Pkmyt1/Dtl/Wdr76/Dna2/Cdkn1a/Fbxo5/Ccnb1/E2f1/Timeless/Blm/Cdk1/Orc1/Cdt1/Plk1/Gen1/Zwilch/Rad51/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Brca2/Birc5/Brca1/Nuf2/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Eme1/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e"
"GO:0007346","regulation of mitotic cell cycle",217,-0.525688093758885,-3.1086681609605,1e-10,3.84719101123596e-09,3.27735068007096e-09,936,"tags=43%, list=15%, signal=38%","Rfwd3/Cdk6/Dpf1/Bora/Chek1/Cks2/Cdc6/Rcc1/Cdk5rap2/Donson/Cks1b/Mrnip/Topbp1/Stk35/Asns/Cdkn2c/Ezh2/Rad9a/Dpf3/Psme3/Mtbp/Sass6/Tipin/Nup62/Xrcc3/Cdc20/Ska3/Pkmyt1/Usp2/Ccne2/Dtl/Dbf4/Lmnb1/Aurka/Rad51c/Cdkn1a/Fbxo5/Ccnb1/E2f1/Gmnn/Ube2c/Rrm1/Blm/Cdk1/Atad5/Tubg1/Orc1/Plk1/Ccne1/Dlgap5/Gen1/Cdca2/Zwilch/Cenpe/Anapc15/Kntc1/Cdc7/Ska1/Cdc25b/Incenp/Brca2/Birc5/Brca1/Nuf2/Rad51b/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Cenpf/Cdc25c/Eme1/Stil/Rrm2/Spc24/Cdca8/Knl1/Mki67/Fancd2/Spdl1/Bub1b/Aurkb/Mastl/Ticrr/Nusap1/Foxm1/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Kif14"
"GO:0045786","negative regulation of cell cycle",158,-0.553569044777975,-3.10167942587822,1e-10,3.84719101123596e-09,3.27735068007096e-09,1139,"tags=51%, list=19%, signal=43%","Suv39h1/Rad21/Rbbp8/Zw10/Kat2a/Rpa2/Rnf168/Inip/Mdc1/Rbl1/Mdm1/Rfwd3/Cdk6/Chek1/Cdc6/Cdk5rap2/Donson/Mrnip/Topbp1/Stk35/Ezh2/Rad9a/Mtbp/Tipin/Xrcc3/Cdc20/Ska3/Pkmyt1/Dtl/Wdr76/Dna2/Cdkn1a/Fbxo5/Ccnb1/E2f1/Gmnn/Chtf18/Timeless/Blm/Cdk1/Orc1/Cdt1/Plk1/Gen1/Zwilch/Rad51/Cenpe/Anapc15/Kntc1/Ska1/Incenp/Brca2/Birc5/Brca1/Nuf2/Bard1/E2f8/Mad2l1/Clspn/Trip13/E2f7/Bub1/Ccnf/Eme1/Rps6ka2/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Ticrr/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Recql4/Kifc1/Nek2"
"GO:0044770","cell cycle phase transition",242,-0.516789441926888,-3.0991336753226,1e-10,3.84719101123596e-09,3.27735068007096e-09,1048,"tags=45%, list=17%, signal=39%","Paxip1/Rnf168/Tfdp1/Inip/Mdc1/Rbl1/Lsm11/Rfwd3/Cdk6/Dpf1/Csf1r/Chek1/Cks2/Nasp/Cdc6/Rcc1/Cdk5rap2/Donson/Cks1b/Mrnip/Topbp1/Stk35/Cdkn2c/Ezh2/Rad9a/Dpf3/Psme3/Mtbp/Sass6/Tipin/Skp2/Xrcc3/Tcf19/Cdc20/Ska3/Pkmyt1/Ccnb2/Ccne2/Dtl/Spdya/Dbf4/Lmnb1/Camk2b/Wdr76/Rad51c/Dna2/Cdkn1a/Fbxo5/Ccnb1/E2f1/Ube2c/Timeless/Rrm1/Blm/Tacc3/Cdk1/Atad5/Orc1/Cdt1/Pole/Plk1/Ccne1/Gen1/Zwilch/Rad51/Cenpe/Anapc15/Kntc1/Cdc7/Ska1/Cdc25b/Incenp/Brca2/Birc5/Brca1/Nuf2/Rad51b/Bard1/Mad2l1/Clspn/Trip13/E2f7/Bub1/Cenpf/Ccna2/Ccnf/Cdc25c/Cit/Eme1/Stil/Iqgap3/Rrm2/Pagr1a/Spc24/Cdca8/Knl1/Fancd2/Spdl1/Bub1b/Aurkb/Mastl/Ticrr/Foxm1/Spc25/Ttk/Ndc80/Haspin/D7Ertd443e/Kif14/Mlf1"
